bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
лирохвост	лирохво'ст	lyre-bird	Leierschwanz	f		1	0	0	0	лирохво'ст	лирохво'ста	лирохво'сту	лирохво'ста	лирохво'стом	лирохво'сте	лирохво'сты	лирохво'стов	лирохво'стам	лирохво'стов	лирохво'стами	лирохво'стах
лисель	ли'сель	studding-sail, stunsail	Leesegel, Hilfssegel	m		0	0	0	0	ли'сель	ли'селя	ли'селю	ли'сель	ли'селем	ли'селе	ли'сели, ли'селя	ли'селей	ли'селям	ли'сели, ли'селя	ли'селями	ли'селях
лисёнок	лисёнок	fox-cub	Fuchsjunges	m		1	0	0	0	лисёнок	лисёнка	лисёнку	лисёнка	лисёнком	лисёнке	лися'та	лися'т	лися'там	лися'т	лися'тами	лися'тах
листаж	листа'ж	number of sheets	Bogenzahl	m		0	0	0	0	листа'ж	листажа'	листажу'	листа'ж	листажо'м	листаже'	листажи'	листаже'й	листажа'м	листажи'	листажа'ми	листажа'х
листоед	листое'д	leaf-cutting beetle	Blattfresser	m		1	0	0	0	листое'д	листое'да	листое'ду	листое'да	листое'дом	листое'де	листое'ды	листое'дов	листое'дам	листое'дов	листое'дами	листое'дах
литаврщик	лита'врщик	kettledrummer	Paukist, Schlagzeuger, Paukenspieler	m		1	0	0	0	лита'врщик	лита'врщика	лита'врщику	лита'врщика	лита'врщиком	лита'врщике	лита'врщики	лита'врщиков	лита'врщикам	лита'врщиков	лита'врщиками	лита'врщиках
литавры	лита'вры	kettledrum	Pauke, Kesselpauke	f		0	0	0	0	лита'вра	лита'вры	лита'вре	лита'вру	лита'врой	лита'вре	лита'вры	лита'вр	лита'врам	лита'вры	лита'врами	лита'врах
литейная	лите'йная	foundry, smelting-house	Giesserei	f		0	0	0	0	лите'йная	лите'йной	лите'йной	лите'йную	лите'йной	лите'йной	лите'йные	лите'йных	лите'йным	лите'йные	лите'йными	лите'йных
литейщик	лите'йщик	foundry worker	Gießer			1	0	0	0	лите'йщик	лите'йщика	лите'йщику	лите'йщика	лите'йщиком	лите'йщике	лите'йщики	лите'йщиков	лите'йщикам	лите'йщиков	лите'йщиками	лите'йщиках
литер	ли'тер	travel warrant	Freifahrtschein, Freifahrschein (meist für Armeeangehörige)	m		0	0	0	0	ли'тер	ли'тера	ли'теру	ли'тер	ли'тером	ли'тере	ли'теры	ли'теров	ли'терам	ли'теры	ли'терами	ли'терах
литий	ли'тий	lithium	Lithium	m		0	0	1	0	ли'тий	ли'тия	ли'тию	ли'тий	ли'тием	ли'тии						
литограф	лито'граф	lithographer	└ Lithograph/Lithograf┘	m		1	0	0	0	лито'граф	лито'графа	лито'графу	лито'графа	лито'графом	лито'графе	лито'графы	лито'графов	лито'графам	лито'графов	лито'графами	лито'графах
литографирование	литографи'рование	lithography	Lithographieren	n			0	1	0												
литографский	литогра'фский	lithographic	литографский																		
литосфера	литосфе'ра	lithosphere	Litosphäre, Gesteinshülle	f		0	0	1	0	литосфе'ра	литосфе'ры	литосфе'ре	литосфе'ру	литосфе'рой	литосфе'ре						
литраж	литра'ж	capacity in liters	Litermenge, └ Volumen / Füllmenge┘ in Litern, Hubraum	m		0	0	0	0	литра'ж	литража'	литражу'	литра'ж	литражо'м	литраже'	литражи'	литраже'й	литража'м	литражи'	литража'ми	литража'х
лиф	лиф	bodice	Oberteil eines Kleides; Mieder; Büstenhalter	m		0	0	0	0	ли'ф	ли'фа	ли'фу	ли'ф	ли'фом	ли'фе	ли'фы	ли'фов	ли'фам	ли'фы	ли'фами	ли'фах
лихач-водитель	лихач-води'тель	road-hog	Verkehrsrowdy, Raser; tollkühner Fahrer	m		1															
лихачество	лиха'чество	dare-devil stuff, reckless driving	Tollkühnheit, Verwegenheit, Waghalsigkeit, Wagnis	n		0	0	0	0	лиха'чество	лиха'чества	лиха'честву	лиха'чество	лиха'чеством	лиха'честве	лиха'чества	лиха'честв	лиха'чествам	лиха'чества	лиха'чествами	лиха'чествах
лихоимец	лихои'мец	usurer, extortioner	Halsabschneider			1	0	0	0	лихои'мец	лихои'мца	лихои'мцу	лихои'мца	лихои'мцем	лихои'мце	лихои'мцы	лихои'мцев	лихои'мцам	лихои'мцев	лихои'мцами	лихои'мцах
лихоимство	лихои'мство	extortion	Wucher, Halsabschneiderei; Bestechlichkeit	n		0	0	0	0	лихои'мство	лихои'мства	лихои'мству	лихои'мство	лихои'мством	лихои'мстве	лихои'мства	лихои'мств	лихои'мствам	лихои'мства	лихои'мствами	лихои'мствах
лихорадочность	лихора'дочность	feverishness	Fieberhaftigkeit, Hektik	f		0	0	0	0	лихора'дочность	лихора'дочности	лихора'дочности	лихора'дочность	лихора'дочностью	лихора'дочности	лихора'дочности	лихора'дочностей	лихора'дочностям	лихора'дочности	лихора'дочностями	лихора'дочностях
лихтер	ли'хтер	lighter	Leichter, Leichterboot, Schwimmcontainer, Barge	m		0	0	0	0	ли'хтер	ли'хтера	ли'хтеру	ли'хтер	ли'хтером	ли'хтере	ли'хтеры	ли'хтеров	ли'хтерам	ли'хтеры	ли'хтерами	ли'хтерах
лицедей	лицеде'й	actor, hypocrite, dissembler	Heuchler; Schauspieler, Mime	m		1	0	0	0	лицеде'й	лицеде'я	лицеде'ю	лицеде'я	лицеде'ем	лицеде'е	лицеде'и	лицеде'ев	лицеде'ям	лицеде'ев	лицеде'ями	лицеде'ях
лицедейство	лицеде'йство	acting, theatrical performance, hypocrisy, dessembling	Heuchelei	n		0	0	1	0	лицеде'йство	лицеде'йства	лицеде'йству	лицеде'йство	лицеде'йством	лицеде'йстве						
лицеприятие	лицеприя'тие	partiality	Voreingenommenheit, Bevorzugung, Ungleichbehandlung, subjektives Ermessen, Handeln aus └ verwandtschaftlicher / emotionaler┘ Bindung heraus	n		0	0	1	0	лицеприя'тие	лицеприя'тия	лицеприя'тию	лицеприя'тие	лицеприя'тием	лицеприя'тии						
лицовка	лицо'вка	turning	Wenden (von Kleidungsstücken); Kacheln, Fliesen, Verkleiden, Verputzen	f		0	0	0	0	лицо'вка	лицо'вки	лицо'вке	лицо'вку	лицо'вкой, лицо'вкою	лицо'вке	лицо'вки	лицо'вок	лицо'вкам	лицо'вки	лицо'вками	лицо'вках
лобзание	лобза'ние	kiss	Küssen, Herzen, Kuss	n		0	0	0	0	лобза'ние	лобза'ния	лобза'нию	лобза'ние	лобза'нием	лобза'нии	лобза'ния	лобза'ний	лобза'ниям	лобза'ния	лобза'ниями	лобза'ниях
лобзик	ло'бзик	fretsaw	Laubsäge; Feinsäge	m		0	0	0	0	ло'бзик	ло'бзика	ло'бзику	ло'бзик	ло'бзиком	ло'бзике	ло'бзики	ло'бзиков	ло'бзикам	ло'бзики	ло'бзиками	ло'бзиках
лобогрейка	лобогре'йка	reaper, harvester	Schwadmäher	f		0	0	0	0	лобогре'йка	лобогре'йки	лобогре'йке	лобогре'йку	лобогре'йкой, лобогре'йкою	лобогре'йке	лобогре'йки	лобогре'ек	лобогре'йкам	лобогре'йки	лобогре'йками	лобогре'йках
ловелас	ловела'с	womanizer, lady-killer	Frauenheld, Weiberheld, Schürzenjäger	m		1	0	0	0	ловела'с	ловела'са	ловела'су	ловела'са	ловела'сом	ловела'се	ловела'сы	ловела'сов	ловела'сам	ловела'сов	ловела'сами	ловела'сах
ловкачество	ловка'чество	dodginess	Findigkeit, Schläue, Bauernschläue, Schlitzohrigkeit	n		0	0	1	0	ловка'чество	ловка'чества	ловка'честву	ловка'чество	ловка'чеством	ловка'честве						
ловкачка	ловка'чка	dodger	findiges Frauenzimmer, Schlitzohr, Hansdampf in allen Gassen (von einem Mädchen / einer Frau); └ geschickte / geschmeidige / gelenkige┘ Person (von einem Mädchen / einer Frau)	f		1	0	0	0	ловка'чка	ловка'чки	ловка'чке	ловка'чку	ловка'чкой, ловка'чкою	ловка'чке	ловка'чки	ловка'чек	ловка'чкам	ловка'чек	ловка'чками	ловка'чках
логарифм	логари'фм	of logarithms	Logarithmus	m		0	0	0	0	логари'фм	логари'фма	логари'фму	логари'фм	логари'фмом	логари'фме	логари'фмы	логари'фмов	логари'фмам	логари'фмы	логари'фмами	логари'фмах
логичность	логи'чность	logicality	Logik, logische Schlüssigkeit	f		0	0	1	0	логи'чность	логи'чности	логи'чности	логи'чность	логи'чностью	логи'чности						
логовище	ло'говище	lair, den	Höhle, Lager	n		0	0	0	0	ло'говище	ло'говища	ло'говищу	ло'говище	ло'говищем	ло'говище	ло'говища	ло'говищ	ло'говищам	ло'говища	ло'говищами	ло'говищах
логогриф	логогри'ф	logogriph	Logogriph	m		0	0	0	0	логогри'ф	логогри'фа	логогри'фу	логогри'ф	логогри'фом	логогри'фе	логогри'фы	логогри'фов	логогри'фам	логогри'фы	логогри'фами	логогри'фах
логопед	логопе'д	speech therapist	Logopäde, Sprachheilpädagoge			1	0	0	0	логопе'д	логопе'да	логопе'ду	логопе'да	логопе'дом	логопе'де	логопе'ды	логопе'дов	логопе'дам	логопе'дов	логопе'дами	логопе'дах
логопедия	логопе'дия	logopaedics, speech therapy	Logopädie, Sprachheilkunde			0	0	0	0	логопе'дия	логопе'дии	логопе'дии	логопе'дию	логопе'дией, логопе'диею	логопе'дии	логопе'дии	логопе'дий	логопе'диям	логопе'дии	логопе'диями	логопе'диях
ложечник	ло'жечник	maker of wooden spoons, player on spoons	Löffelschnitzer, Holzlöffelmeister; Löffelspieler, Holzlöffelspieler (als Musiker)	m		1	0	0	0	ло'жечник	ло'жечника	ло'жечнику	ло'жечника	ло'жечником	ло'жечнике	ло'жечники	ло'жечников	ло'жечникам	ло'жечников	ло'жечниками	ло'жечниках
ложноклассицизм	ложноклассици'зм	pseudo-classicism	└ Pseudoklassizismus/Pseudo-Klassizismus┘, Scheinklassizismus			0	0	1	0	ложноклассици'зм	ложноклассици'зма	ложноклассици'зму	ложноклассици'зм	ложноклассици'змом	ложноклассици'зме						
ложность	ло'жность	falsity	Irrigkeit, Fehlerhaftigkeit, Scheincharakter	f		0	0	1	0	ло'жность	ло'жности	ло'жности	ло'жность	ло'жностью	ло'жности						
локаут	лока'ут	lock-out	Aussperrung, Lockout (dt. alt)	m		0	0	1	0	лока'ут	лока'ута	лока'уту	лока'ут	лока'утом	лока'уте						
